P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9878787878787879, R = 0.9760479041916168
P = 0.9931972789115646, R = 0.9864864864864865
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.978494623655914, R = 0.9578947368421052
P = 0.9897610921501706, R = 0.9797297297297297
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.972972972972973, R = 0.972972972972973
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9779005524861878, R = 0.9567567567567568
P = 1.0, R = 1.0
P = 0.9882352941176471, R = 0.9767441860465116
P = 0.9942196531791907, R = 0.9885057471264368
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9545454545454546, R = 0.9130434782608695
P = 0.9782608695652174, R = 0.9574468085106383
P = 0.9769230769230769, R = 0.9548872180451128
P = 0.9875, R = 0.9753086419753086
P = 0.9918032786885246, R = 0.983739837398374
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9583333333333334, R = 0.968421052631579
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9777777777777777, R = 0.9565217391304348
P = 0.7857142857142857, R = 0.7857142857142857
P = 1.0, R = 1.0
P = 0.9743589743589743, R = 0.95
P = 0.8888888888888888, R = 0.96
P = 0.9428571428571428, R = 0.8918918918918919
P = 1.0, R = 1.0
P = 0.9779411764705882, R = 0.9568345323741008
P = 1.0, R = 1.0
P = 0.875, R = 0.9545454545454546
P = 1.0, R = 1.0
P = 0.9754901960784313, R = 0.9521531100478469
P = 1.0, R = 1.0
P = 0.8571428571428571, R = 0.9473684210526315
P = 1.0, R = 1.0
P = 0.9855769230769231, R = 0.9715639810426541
P = 1.0, R = 1.0
P = 0.9927007299270073, R = 0.9855072463768116
P = 0.9753086419753086, R = 0.9693251533742331
P = 1.0, R = 1.0
P = 0.9871794871794872, R = 0.9746835443037974
P = 1.0, R = 1.0
P = 0.948051948051948, R = 0.9605263157894737
P = 0.8888888888888888, R = 0.8
P = 0.9444444444444444, R = 0.8947368421052632
P = 1.0, R = 1.0
P = 0.9591836734693877, R = 0.986013986013986
P = 1.0, R = 1.0
P = 0.9921568627450981, R = 0.9844357976653697
P = 1.0, R = 1.0
P = 0.9573170731707317, R = 0.9457831325301205
P = 0.8888888888888888, R = 0.8275862068965517
P = 0.8461538461538461, R = 0.9166666666666666
P = 0.9811320754716981, R = 0.9629629629629629
P = 0.9903846153846154, R = 0.9809523809523809
P = 0.8888888888888888, R = 0.8
P = 1.0, R = 1.0
P = 0.975609756097561, R = 0.9917355371900827
P = 0.9903846153846154, R = 0.9809523809523809
P = 1.0, R = 1.0
P = 0.9893617021276596, R = 0.9789473684210527
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9487179487179487, R = 0.9736842105263158
P = 0.9850746268656716, R = 0.9705882352941176
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.8571428571428571, R = 0.9473684210526315
P = 0.8823529411764706, R = 0.9375
P = 0.9883720930232558, R = 0.9770114942528736
P = 0.9822485207100592, R = 0.9651162790697675
P = 0.9652777777777778, R = 0.9455782312925171
P = 0.9817351598173516, R = 0.9641255605381166
P = 1.0, R = 1.0
P = 0.8928571428571429, R = 0.9615384615384616
P = 0.9864253393665159, R = 0.9954337899543378
P = 0.975, R = 0.975
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9953051643192489, R = 0.9906542056074766
P = 0.9885057471264368, R = 0.9772727272727273
P = 0.9863013698630136, R = 0.9795918367346939
P = 0.9655172413793104, R = 0.9333333333333333
P = 0.9935897435897436, R = 0.9872611464968153
P = 0.9904761904761905, R = 0.9811320754716981
P = 0.9444444444444444, R = 0.8947368421052632
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.875, R = 0.7777777777777778
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.75, R = 0.75
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9801980198019802, R = 0.99
P = 1.0, R = 1.0
P = 0.9629629629629629, R = 0.9285714285714286
P = 0.9724770642201835, R = 0.9724770642201835
P = 0.9556962025316456, R = 0.94375
P = 0.9934640522875817, R = 0.987012987012987
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9743589743589743, R = 0.95
P = 0.9895833333333334, R = 0.979381443298969
P = 0.9811320754716981, R = 0.9629629629629629
P = 0.9905660377358491, R = 0.9813084112149533
P = 0.9844559585492227, R = 0.9693877551020408
P = 1.0, R = 1.0
P = 0.9786096256684492, R = 0.9838709677419355
P = 0.9775280898876404, R = 0.9775280898876404
P = 0.9619047619047619, R = 0.9439252336448598
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.963963963963964, R = 0.9469026548672567
P = 0.9777777777777777, R = 0.9565217391304348
P = 0.9817073170731707, R = 0.9640718562874252
P = 1.0, R = 1.0
P = 0.9710982658959537, R = 0.9767441860465116
P = 0.9754098360655737, R = 0.9754098360655737
P = 0.984375, R = 0.9692307692307692
P = 0.9736842105263158, R = 0.9487179487179487
P = 0.953125, R = 0.9384615384615385
P = 0.9836065573770492, R = 0.9917355371900827
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.975, R = 0.9512195121951219
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9824561403508771, R = 0.9655172413793104
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9821428571428571, R = 0.9649122807017544
P = 0.9883040935672515, R = 0.976878612716763
P = 0.9938650306748467, R = 0.9878048780487805
P = 0.9876543209876543, R = 0.975609756097561
P = 1.0, R = 1.0
P = 0.9863636363636363, R = 0.9730941704035875
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9836065573770492, R = 0.967741935483871
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9411764705882353, R = 0.9795918367346939
P = 0.8913043478260869, R = 0.8913043478260869
P = 0.9444444444444444, R = 0.9807692307692307
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9844961240310077, R = 0.9621212121212122
P = 0.9852941176470589, R = 0.9710144927536232
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.983739837398374, R = 0.9603174603174603
P = 0.9910714285714286, R = 0.9823008849557522
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9814814814814815, R = 0.9636363636363636
P = 1.0, R = 1.0
P = 0.5714285714285714, R = 0.8
P = 0.9454545454545454, R = 0.9811320754716981
P = 0.9545454545454546, R = 0.9130434782608695
P = 0.9928057553956835, R = 0.9857142857142858
P = 0.9887640449438202, R = 0.9777777777777777
P = 0.7, R = 0.875
P = 1.0, R = 1.0
P = 0.9809523809523809, R = 0.9626168224299065
P = 0.990909090909091, R = 0.9819819819819819
P = 0.9861111111111112, R = 0.9726027397260274
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9836065573770492, R = 0.967741935483871
P = 1.0, R = 1.0
P = 0.98989898989899, R = 0.98
P = 0.9846153846153847, R = 0.9696969696969697
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9817351598173516, R = 0.9598214285714286
P = 1.0, R = 1.0
P = 0.975609756097561, R = 0.9569377990430622
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9811320754716981, R = 0.9629629629629629
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.993421052631579, R = 0.9869281045751634
P = 0.9885714285714285, R = 0.9774011299435028
P = 0.9831460674157303, R = 0.9615384615384616
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9705882352941176, R = 0.9428571428571428
P = 0.9722222222222222, R = 0.9459459459459459
P = 0.9851851851851852, R = 0.9708029197080292
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9905660377358491, R = 0.9813084112149533
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.991869918699187, R = 0.9838709677419355
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9827586206896551, R = 0.9661016949152542
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9880952380952381, R = 0.9764705882352941
P = 1.0, R = 1.0
P = 0.8461538461538461, R = 0.9166666666666666
P = 1.0, R = 1.0
P = 0.9775280898876404, R = 0.9886363636363636
P = 1.0, R = 1.0
P = 0.9736842105263158, R = 0.9487179487179487
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.875, R = 0.9545454545454546
P = 0.9758064516129032, R = 0.952755905511811
P = 0.9842931937172775, R = 0.9690721649484536
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9487179487179487, R = 0.9024390243902439
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9574468085106383, R = 0.9473684210526315
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9948186528497409, R = 0.9846153846153847
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9948186528497409, R = 0.9896907216494846
P = 1.0, R = 1.0
P = 0.9285714285714286, R = 0.8666666666666667
P = 1.0, R = 1.0
P = 0.984375, R = 0.9692307692307692
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9811320754716981, R = 0.9629629629629629
P = 1.0, R = 1.0
P = 0.9629629629629629, R = 0.9285714285714286
P = 0.9908256880733946, R = 0.9818181818181818
P = 1.0, R = 1.0
P = 0.6666666666666666, R = 0.6666666666666666
P = 0.8222222222222222, R = 0.9487179487179487
P = 0.8909090909090909, R = 0.9423076923076923
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9666666666666667, R = 0.9354838709677419
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9838709677419355, R = 0.9682539682539683
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9607843137254902, R = 0.9245283018867925
P = 1.0, R = 1.0
P = 0.975609756097561, R = 0.9523809523809523
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9838709677419355, R = 0.9682539682539683
P = 1.0, R = 1.0
P = 0.8571428571428571, R = 0.75
P = 0.9818181818181818, R = 0.9642857142857143
P = 0.9849246231155779, R = 0.9702970297029703
P = 0.8888888888888888, R = 0.8
P = 0.9662921348314607, R = 0.9608938547486033
P = 0.9850746268656716, R = 0.9705882352941176
P = 1.0, R = 1.0
P = 0.875, R = 0.7777777777777778
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9662162162162162, R = 0.9407894736842105
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.8, R = 0.6666666666666666
P = 0.9487179487179487, R = 0.9024390243902439
P = 0.9941520467836257, R = 0.9883720930232558
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9757575757575757, R = 0.9640718562874252
P = 0.9920634920634921, R = 0.984251968503937
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9794871794871794, R = 0.9597989949748744
P = 1.0, R = 1.0
P = 0.991869918699187, R = 0.9838709677419355
P = 1.0, R = 1.0
P = 0.9333333333333333, R = 0.9767441860465116
P = 0.9918032786885246, R = 0.983739837398374
P = 1.0, R = 1.0
P = 0.9864864864864865, R = 0.9733333333333334
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9896907216494846, R = 0.9696969696969697
P = 0.9897959183673469, R = 0.9797979797979798
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.978494623655914, R = 0.9578947368421052
P = 0.9907407407407407, R = 0.981651376146789
P = 0.9837837837837838, R = 0.9680851063829787
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9838709677419355, R = 0.9682539682539683
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9905660377358491, R = 0.9813084112149533
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9722222222222222, R = 0.9459459459459459
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9574468085106383, R = 0.9574468085106383
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9803921568627451, R = 0.9615384615384616
P = 0.9774436090225563, R = 0.9558823529411765
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9791666666666666, R = 0.9591836734693877
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.972972972972973, R = 0.9473684210526315
P = 0.9824561403508771, R = 0.9655172413793104
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
